HAVNE_ID;NAVN;ERHVERVSHAVN;LYSTBAADEHAVN;PLAN;PLAN2;PLAN3;PLAN_OPDATERET;PLAN2_OPDATERET;PLAN3_OPDATERET;FOTO1;FOTOTEKST1;OPR1;FOTOGRAFNAVN1;FOTO2;FOTOTEKST2;OPR2;FOTOGRAFNAVN2;FOTO3;FOTOTEKST3;OPR3;FOTOGRAFNAVN3;FOTO4;FOTOTEKST4;OPR4;FOTOGRAFNAVN4;FOTO5;FOTOTEKST5;OPR5;FOTOGRAFNAVN5;FOTO6;FOTOTEKST6;OPR6;FOTOGRAFNAVN6;FOTO7;FOTOTEKST7;OPR7;FOTOGRAFNAVN7;FOTO8;FOTOTEKST8;OPR8;FOTOGRAFNAVN8;BREDDE;LAENGDE;X;Y
803;Anholt Havn;-1;-1;NKTANHOL;;;feb 28, 2020 12:00:00 AM;;;NKTANHOL1;;maj 1997;Jørgen Schou Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°42,9'N;011°30,6'E;653590;6288440
804;Asaa Havn;0;-1;NK_ASAAX;;;maj 29, 2020 12:00:00 AM;;;NK_ASAAX1;;juni 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57°08,6'N;010°25,7'E;586406;6334301
805;Mellerup Færgeleje;0;0;;;;;;;NK_MERPF1;;august 2015;JW Luftfoto;NK_MERPF2;;august 2015;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;56°31,2'N;010°13,5'E;575327;6264688
641;Marselisborg Lystbådehavn;0;-1;SK_MASBG;;;aug 10, 2018 12:00:00 AM;;;SK_MASBG1;;august 2009;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°08,3'N;010°13,0'E;575542;6222072
643;Middelfart Gammel Havn;-1;-1;SKTMIDFA;;;jun 22, 2018 12:00:00 AM;;;SKTMIDFA1;Havnen set fra W;august 2004;Arne Magnussen, Helsingør;SKTMIDFA2;E-lige del af havnen samt NyHavn 1 og 2;august 2004;Arne Magnussen, Helsingør;SKTMIDFA3;NyHavn 1 og NyHavn 2;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°30,5'N;009°43,7'E;545793;6151569
608;Holbæk Havn;-1;-1;SKTHOLBK;;;jan 25, 2019 12:00:00 AM;;;SKTHOLBK1;;juli 2008;Arne Magnussen, Helsingør;SKTHOLBK2;Gamle Havn;juli 2013;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;55°43,3'N;011°43,4'E;670677;6178487
603;Nordhammer Havn;0;-1;SK_HAMRA;;;nov 30, 2018 12:00:00 AM;;;SK_HAMRA1;;august 2019;Luftfoto Danmark ApS;SK_HAMRA2;;august 2019;Luftfoto Danmark ApS;SK_HAMRA3;Nordhammer Havn (th) og Hammer Bakke Færgebro (tv);august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°45,4'N;011°51,0'E;678890;6182689
604;Hammer Bakke Færgebro;0;0;;;;;;;SK_HAMRB1;Færgebro og Nordhammer Havn i baggrunden.;august 2019;Luftfoto Danmark ApS;SK_HAMRB2;;august 2019;Luftfoto Danmark ApS;SK_HAMRB3;Hammer Bakke Færgebro (tv) og Orø Færgebro (th), set fra NE.;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°45,4'N;011°50,8'E;678587;6182575
605;Havnsø Havn;-1;-1;SKTHVNSO;;;nov 02, 2018 12:00:00 AM;;;SKTHVNSO1;;juli 2011;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°45,3'N;011°19,4'E;645945;6181220
606;Herslev Havn;0;-1;SK_HERSL;;;maj 12, 2017 12:00:00 AM;;;SK_HERSL1;;august 2019;Luftfoto Danmark ApS;SK_HERSL2;;august 2019;Luftfoto Danmark ApS;SK_HERSL3;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°40,7'N;011°59,3'E;687882;6174283
607;Hjarnø Havn;0;-1;SK_HJABR;;;dec 07, 2018 12:00:00 AM;;;SK_HJABR1;;juli 2010;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°49,3'N;010°03,8'E;566641;6186836
600;Glatved Lasteanlæg;-1;0;;;;;;;SKTGLATV1;;september 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°18,0'N;010°51,9'E;615506;6241041
601;Grenaa Havn;-1;0;SKTGRENA;;;maj 08, 2020 12:00:00 AM;;;SKTGRENA1;;august 2017;JW Luftfoto;SKTGRENA2;;august 2017;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;56°24,4'N;010°55,5'E;619271;6254132
602;Grenaa Lystbådehavn;0;-1;SK_GRENL;;;jan 24, 2020 12:00:00 AM;;;SK_GRENL1;;juli 2006;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°24,4'N;010°55,5'E;618730;6252650
597;Frederiksværk Stålvalseværks Havn;-1;0;SKTFRDVK;ERTFRDVK;;nov 24, 2017 12:00:00 AM;apr 27, 2005 12:00:00 AM;;SKTFRDVK1;;august 2019;Luftfoto Danmark ApS;SKTFRDVK2;;august 2019;Luftfoto Danmark ApS;SKTFRDVK3;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°57,7'N;012°00,8'E;688030;6205900
598;Gershøj Havn;0;-1;SK_GERHJ;;;jul 20, 2018 12:00:00 AM;;;SK_GERHJ1;;august 2019;Luftfoto Danmark ApS;SK_GERHJ2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°43,0'N;011°58,8'E;687214;6178546
599;Gisseløre Lystbådehavn;0;-1;SK_GSLOR;;;apr 16, 2003 12:00:00 AM;;;SK_GSLOR1;;august 2019;Luftfoto Danmark ApS;SK_GSLOR2;;august 2019;Luftfoto Danmark ApS;SK_GSLOR3;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°40,6'N;011°04,4'E;630415;6172161
593;Fredericia Lystbådehavn;0;-1;SK_FRDCL;;;maj 26, 2016 12:00:00 AM;;;SK_FRDCL1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°33,2'N;009°43,8'E;546019;6156667
594;Frederikssund Havn;0;-1;SK_FRDSU;;;jan 19, 2011 12:00:00 AM;;;SK_FRDSU1;;august 2019;Luftfoto Danmark ApS;SK_FRDSU2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°50,2'N;012°03,3'E;691278;6192017
595;Frederikssund Lystbådehavn;0;-1;SK_MARBK;;;nov 23, 2018 12:00:00 AM;;;SK_FRDSL1;Frederikssund Lystbådehavn (tv) og Marbæk Lystbådehavn (th);august 2019;Luftfoto Danmark ApS;SK_FRDSL2;;august 2019;Luftfoto Danmark ApS;SK_FRDSL3;;august 2019;Luftfoto Danmark ApS;SK_FRDSL4;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;55°49,6'N;012°03,6'E;691579;6191078
596;Frederiksværk Lystbådehavn;0;-1;SK_FRDVL;;;maj 26, 2016 12:00:00 AM;;;SK_FRDVL1;Set fra SW;august 2019;Luftfoto Danmark ApS;SK_FRDVL2;Set fra NE;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°57,9'N;012°00,1'E;687165;6206164
1085;Slettestrand;0;0;;;;;;;JV_SLEST1;;januar 2019;Simon T. Vammen, GST;JV_SLEST2;;januar 2019;Simon T. Vammen, GST;;;;;;;;;;;;;;;;;;;;;;;;;57°09,3'N;009°21,9'E;522061;6334841
592;Fredericia Havn;-1;0;SKTFRDCW;SKTFRDCE;;okt 20, 2017 12:00:00 AM;okt 20, 2017 12:00:00 AM;;SKTFRDC1;Havnen set fra E;august 2018;Luftfoto Danmark ApS;SKTFRDC2;Havnen set fra SSW;august 2018;Luftfoto Danmark ApS;SKTFRDC3;Skanseoddehavn;august 2018;Luftfoto Danmark ApS;SKTFRDC4;Kastelshavn og Gamle Havn;august 2018;Luftfoto Danmark ApS;SKTFRDC5;Vesthavn;august 2018;Luftfoto Danmark ApS;SKTFRDC6;Centerhavn og Vesthavn;august 2018;Luftfoto Danmark ApS;SKTFRDC7;Møllebugthavn og Centerhavn;august 2018;Luftfoto Danmark ApS;;;;;55°33,2'N;009°43,8'E;547171;6157031
720;Køge Havn;-1;0;SUTKOEGE;;;nov 08, 2019 12:00:00 AM;;;SUTKOEGE1;Set fra SE;august 2019;Luftfoto Danmark ApS;SUTKOEGE2;Set fra E, indsejling til havn;august 2019;Luftfoto Danmark ApS;SUTKOEGE3;Gammel havn og RoRo kaj set fra E;august 2019;Luftfoto Danmark ApS;SUTKOEGE4;Gammel havn set fra W;august 2019;Luftfoto Danmark ApS;SUTKOEGE5;Ny Nordhavn set fra S;august 2019;Luftfoto Danmark ApS;SUTKOEGE6;Ny Nordhavn set fra SE;august 2019;Luftfoto Danmark ApS;SUTKOEGE7;Set fra SW;august 2019;Luftfoto Danmark ApS;;;;;55°27,4'N;012°12,4'E;702752;6150285
591;Endelave Havn;0;-1;SK_ENDLA;;;jun 15, 2018 12:00:00 AM;;;SK_ENDLA1;;september 2008;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°45,8'N;010°16,3'E;579835;6180396
590;Ejby Fiskerihavn;0;-1;;;;;;;SK_EJBYX1;;august 2019;Luftfoto Danmark ApS;SK_EJBYX2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°41,7'N;011°50,2'E;678320;6175831
587;Ebeltoft Havn;-1;-1;SKTEBLTF;;;okt 21, 2015 12:00:00 AM;;;SKTEBLTF1;;juli 2011;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°11,5'N;010°40,1'E;603610;6229284
588;Ebeltoft Skudehavn;0;-1;SKTEBLTF;;;okt 21, 2015 12:00:00 AM;;;SK_EBLSH1;;juli 2011;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°11,5'N;010°40,1'E;603517;6228630
589;Egå Marina;0;-1;SK_EGAAX;;;maj 18, 2018 12:00:00 AM;;;SK_EGAAX1;;september 2007;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°12,6'N;010°17,4'E;580083;6230098
583;Bregnør Fiskerihavn;0;-1;SK_BREGO;;;maj 26, 2016 12:00:00 AM;;;SK_BREGO1;;august 2017;JW Luftfoto;SK_BREGO2;;august 2017;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;55°29,2'N;010°35,9'E;600963;6150048
584;Brejning Lystbådehavn;0;-1;SK_BRJNG;;;nov 30, 2018 12:00:00 AM;;;SK_BRJNG1;;juli 2011;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°40,5'N;009°41,4'E;543475;6170112
585;Jyllinge Nordhavn;0;-1;SK_JYLIN;;;mar 29, 2019 12:00:00 AM;;;SK_JYLIN1;;august 2019;Luftfoto Danmark ApS;SK_JYLIN2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°45,7'N;012°05,7'E;694133;6183841
586;Ebeltoft Færgehavn;0;0;;;;;;;SK_EBLFH1;;august 2019;Luftfoto Danmark ApS;SK_EBLFH2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;56°09,2'N;010°40,0'E;603461;6224383
580;Ballen Havn;-1;-1;SKTBALLN;;;mar 16, 2018 12:00:00 AM;;;SKTBALLN1;;august 2015;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°49,0'N;010°38,4'E;602836;6186878
581;Boelsbro Bådehavn;0;-1;SK_BOLBR;;;jan 26, 2018 12:00:00 AM;;;SK_BOLBR1;;august 2018;Luftfoto Danmark ApS;SK_BOLBR2;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°28,5'N;010°33,5'E;598510;6148742
470;Virksund Lystbådehavn;0;-1;JV_VRKSU;;;sep 30, 2009 12:00:00 AM;;;JV_VRKSU1;;august 2009;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°36,5'N;009°17,5'E;517941;6273841
471;Vorupør Læmole;0;0;;;;;;;JV_VORUP1;;august 2015;JW Luftfoto;JV_VORUP2;;august 2015;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;56°57,6'N;008°21,8'E;461362;6313148
464;Thyborøn Lystbådehavn (Nordre Inderhavn);0;-1;JVTTYBRN;;;dec 13, 2019 12:00:00 AM;;;JVTTYBRN9;Thyborøn Lystbådehavn (Nordre Inderhavn), Mellemhavn, Bådehavn og Søndre Inderhavn;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°42,4'N;008°13,3'E;452370;6284947
465;Thyborøn-Harboøre Lystbådehavn;0;-1;JVTTYBRS;;;mar 08, 2019 12:00:00 AM;;;JV_TYHAL1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°41,3'N;008°13,3'E;452429;6282930
843;Ejerslev Havn;0;-1;JV_EJRSL;;;jun 15, 2018 12:00:00 AM;;;JV_EJRSL1;;august 2019;Luftfoto Danmark ApS;JV_EJRSL2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;56°55,1'N;008°55,4'E;495279;6308347
472;Ørodde Havn;-1;0;JVTNYKBM;;;okt 01, 2014 12:00:00 AM;;;JV_OEROD1;;august 2019;Luftfoto Danmark ApS;JV_OEROD2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;56°47,2'N;008°52,6'E;492418;6293694
473;Aalborg Skudehavn og Vestre Bådehavn;0;-1;JV_SKUDH;;;aug 31, 2011 12:00:00 AM;;;JV_SKUDH1;;juli 2012;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57°03,5'N;009°54,0'E;554633;6324293
469;Virksund Havn;0;-1;;;;;;;KO_VRKSU1;Slusen set fra SW;juli 2014;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°36,4'N;009°17,6'E;517977;6273576
841;Ålbæk Havn;0;-1;NK_AALBK;;;apr 06, 2016 12:00:00 AM;;;NK_AALBK1;;juni 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57°35,5'N;010°25,7'E;585429;6384233
837;Voer Anlægsbro;0;0;;;;;;;NK_VOERA1;;juli 2005;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°31,2'N;010°13,8'E;575677;6264632
838;Voerså Fiskerleje;0;-1;NK_VORSA;;;jan 21, 2004 12:00:00 AM;;;NK_VORSA1;;august 2004;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57°12,2'N;010°29,7'E;590379;6341062
839;Øster Hurup Fiskeri- og Lystbådehavn;0;-1;NK_OSTHU;;;jun 01, 2016 12:00:00 AM;;;NK_OSTHU1;;august 2018;Luftfoto Danmark ApS;NK_OSTHU2;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;56°48,3'N;010°17,0'E;578426;6296415
754;Vedbæk Havn;0;-1;SU_VEDBK;;;sep 09, 2015 12:00:00 AM;;;SU_VEDBK1;;august 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°51,0'N;012°34,4'E;723672;6195148
758;Ålsgårde Langebro;0;-1;;;;;;;SU_ALSGD1;;august 2015;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°04,6'N;012°32,9'E;720751;6220266
801;H.J. Hansen Hadsund A/S Anløbsbro;-1;0;;;;;;;NKTHJHAN1;;august 2019;Luftfoto Danmark ApS;NKTHJHAN2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;56°42,1'N;010°03,4'E;564692;6284531
748;Stevns Kridtbrud Udskibningspier;-1;0;;;;;;;SU_STEVN1;;juli 2000;Svend Møller Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°19,4'N;012°27,0'E;719275;6136095
700;Hellerup Lystbådehavn;0;-1;SU_HELRP;;;mar 13, 2013 12:00:00 AM;;;SU_HELRP1;;juli 2013;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°43,9'N;012°34,9'E;724876;6182043
697;Flakfort;0;-1;SU_FLKFT;;;maj 13, 2015 12:00:00 AM;;;SU_FLKFT1;;august 2019;Luftfoto Danmark ApS;SU_FLKFT2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°42,2'N;012°43,9'E;734419;6179325
693;Espergærde Havn;0;-1;SU_ESPGR;;;nov 23, 2018 12:00:00 AM;;;SU_ESPGR1;;august 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°59,5'N;012°33,8'E;722175;6210963
696;Fedhavnen;0;-1;;;;;;;SU_FEDHX1;;maj 1997;Jørgen Schou Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°10,2'N;012°05,5'E;696912;6118099
635;Lyngsodde Ammoniakhavn;-1;0;SKTLYGOD;;;dec 17, 2003 12:00:00 AM;;;SKTLYGOD1;;maj 1997;Jørgen Schou Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°31,4'N;009°44,6'E;546872;6153345
636;Lyngsbæk Bro;0;0;;;;;;;SK_LNGBK1;;juli 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°13,6'N;010°37,2'E;600365;6232493
637;Lynæs Havn;0;-1;SK_LYNAS;;;nov 15, 2019 12:00:00 AM;;;SK_LYNAS1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°56,5'N;011°52,0'E;679220;6203287
638;Marbæk Lystbådehavn;0;-1;SK_MARBK;;;nov 23, 2018 12:00:00 AM;;;SK_FRDSL1;Marbæk Lystbådehavn (th) og Frederikssund Lystbådehavn (tv);august 2019;Luftfoto Danmark ApS;SK_FRDSL2;;august 2019;Luftfoto Danmark ApS;SK_FRDSL3;;august 2019;Luftfoto Danmark ApS;SK_FRDSL4;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;55°49,7'N;012°03,7'E;691764;6191164
840;Østerby Havn;-1;-1;NKTOSTRB;;;jun 15, 2005 12:00:00 AM;;;NKTOSTRB1;;juli 2010;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57°19,2'N;011°07,4'E;628029;6355203
833;Udbyhøj Syd Lystbådehavn;0;-1;NK_UBHOJ;;;maj 01, 2020 12:00:00 AM;;;NK_UBHOS1;;august 2018;Luftfoto Danmark ApS;NK_UBHOS2;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;56°36,4'N;010°18,1'E;579911;6274387
834;Uggelhuse Marina;0;-1;;;;;;;NK_UGGEL1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°28,3'N;010°12,4'E;574311;6259216
835;Vesterø Havn;-1;-1;NKTVSTRO;;;sep 28, 2018 12:00:00 AM;;;NKTVSTRO1;;juli 2013;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57°17,8'N;010°55,4'E;615839;6352146
750;Svanemøllehavnen;0;-1;SU_SVAKA;;;apr 28, 2017 12:00:00 AM;;;SU_SVANM1;;august 2018;Luftfoto Danmark ApS;SU_SVANM2;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°43,0'N;012°35,3'E;725423;6180340
752;Taarbæk Havn;0;-1;SU_TARBK;;;apr 16, 2003 12:00:00 AM;;;SU_TARBK1;;august 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°47,3'N;012°35,8'E;725451;6188286
687;Brøndby Lystbådehavn;0;-1;SU_BRNBY;;;jun 29, 2018 12:00:00 AM;;;SU_BRNBY1;;juli 2005;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°36,5'N;012°26,5'E;716807;6167946
689;Bøgeskov Fiskerihavn;0;-1;SU_BOGSK;;;mar 23, 2018 12:00:00 AM;;;SU_BOGSK1;;juli 2014;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°22,2'N;012°24,9'E;716433;6141256
691;Dragør Havn;-1;-1;SUTDRAGO;;;mar 01, 2019 12:00:00 AM;;;SUTDRAGO1;;august 2015;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°35,7'N;012°40,7'E;731909;6167084
692;Dragør Lystbådehavn;0;-1;SUTDRAGO;;;okt 06, 2017 12:00:00 AM;;;SU_DRAGL1;;august 2015;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°35,4'N;012°40,8'E;731843;6166678
836;Vive Havn;0;-1;NK_VIVEX;;;okt 23, 2013 12:00:00 AM;;;NK_VIVEX1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°41,9'N;010°02,7'E;563944;6284303
828;Stinesminde Havn;0;-1;;;;;;;NK_STINE1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°40,3'N;009°58,2'E;559481;6281207
829;Strandby Havn;-1;-1;NKTSTRBY;;;jul 10, 2013 12:00:00 AM;;;NKTSTRBY1;;juli 2013;Arne Magnussen, Helsingør;NKTSTRBY2;;juli 2013;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;57°29,7'N;010°30,2'E;590317;6373421
744;Skovshoved Havn;0;-1;SU_SKVHD;;;aug 24, 2016 12:00:00 AM;;;SU_SKVHD1;;august 2015;JW Luftfoto;SU_SKVHD2;;august 2015;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;55°45,7'N;012°36,1'E;726019;6185365
746;Sletten Havn;0;-1;SU_SLETN;;;apr 16, 2003 12:00:00 AM;;;SU_SLETN1;;august 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°57,2'N;012°32,2'E;720777;6206561
747;Snekkersten Havn;0;-1;SU_SNKST;;;aug 06, 2014 12:00:00 AM;;;SU_SNKST1;;juli 2012;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°00,5'N;012°35,3'E;723769;6212799
742;Scanport Havn;0;0;SU_KASRP;;;sep 29, 2017 12:00:00 AM;;;SU_SCANP1;;juli 2014;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°38,2'N;012°39,4'E;730114;6171682
683;Avedøreværkets Havn;-1;0;SUTAVDVK;;;feb 22, 2019 12:00:00 AM;;;SUTAVDVK1;;august 2019;Luftfoto Danmark ApS;SUTAVDVK2;;august 2019;Luftfoto Danmark ApS;SUTAVDVK3;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°36,0'N;012°29,0'E;719484;6167074
681;Århus Lystbådehavn;0;-1;SK_ARHSL;;;jan 11, 2017 12:00:00 AM;;;SK_ARHSL1;;august 2017;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°10,2'N;010°13,5'E;575977;6225424
682;Avedøre Råstofhavn;-1;0;;;;;;;SUTAVDRA1;;juli 2000;Svend Møller Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°36,7'N;012°30,1'E;720512;6168353
631;Kyndbyværkets Havn;-1;0;SKTKYNVK;;;okt 20, 2017 12:00:00 AM;;;SKTKYNVK1;;august 2018;Luftfoto Danmark ApS;SKTKYNVK2;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°48,6'N;011°52,6'E;680257;6188751
632;Langør Havn;0;-1;SK_LNGOR;;;jul 14, 2016 12:00:00 AM;;;SK_LNGOR1;Set fra S;august 2019;Luftfoto Danmark ApS;SK_LNGOR2;Set fra E;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°54,6'N;010°38,5'E;602612;6197345
830;Sæby Havn;-1;-1;NKTSAEBY;;;jul 09, 2014 12:00:00 AM;;;NKTSAEBY1;;juli 2012;Sæby Havn;NKTSAEBY2;;Juli 2012;Sæby Havn;NKTSAEBY3;;Juli 2012;Sæby Havn;NKTSAEBY4;;Juli 2012;Sæby Havn;;;;;;;;;;;;;;;;;57°20,0'N;010°31,9'E;592425;6355446
826;Rønnerhavnen;0;-1;NK_RONNR;;;jun 14, 2004 12:00:00 AM;;;NK_RONNR1;;august 2004;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57°27,9'N;010°32,2'E;592347;6370217
823;Mellerup Lystbådehavn;0;-1;;;;;;;NK_MERPL1;;august 2015;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°31,4'N;010°13,4'E;575293;6265078
738;Rungsted Havn;0;-1;SU_RUNST;;;mar 10, 2017 12:00:00 AM;;;SU_RUNST1;;august 2016;JW Luftfoto;SU_RUNST2;;august 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;55°53,1'N;012°32,8'E;721941;6199055
732;Mosede Fiskerihavn;0;-1;SU_MOSED;;;okt 28, 2009 12:00:00 AM;;;SU_MOSED1;Set fra NE;august 2019;Luftfoto Danmark ApS;SU_MOSED2;Set fra W;august 2019;Luftfoto Danmark ApS;SU_MOSED3;Set fra S;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°34,0'N;012°17,2'E;707247;6162711
734;Nivå Havn;0;-1;SU_NIVAA;;;nov 23, 2005 12:00:00 AM;;;SU_NIVAA1;;august 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°56,4'N;012°31,6'E;720329;6204991
684;Barakkebro;0;-1;SU_BARAK;;;jun 22, 2016 12:00:00 AM;;;SU_BARAK1;;august 2015;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°40,0'N;012°44,5'E;735267;6175375
680;Aarhus Havn;-1;0;;;;;;;SKTARHUS1;;august 2017;JW Luftfoto;SKTARHUS2;Østhavn;august 2017;JW Luftfoto;SKTARHUS3;Nordhavn;august 2017;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;56°09,0'N;010°13,7'E;576753;6224490
678;Øer Havn;0;-1;SK_OERHV;;;jul 06, 2016 12:00:00 AM;;;SK_OERHV1;;juli 2011;Arne Magnussen, Helsingør;SK_OERHV2;;juli 2011;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;56°09,1'N;010°41,4'E;604894;6224233
628;Korshavn Lystbådebro;0;-1;;;;;;;SK_KORSH1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°36,3'N;010°36,5'E;601384;6163218
627;Kongsgårde Bro;0;-1;SK_KGSGD;;;jun 28, 2019 12:00:00 AM;;;SK_KGSGD1;;juli 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°08,7'N;010°30,9'E;594074;6223327
