HAVNE_ID;NAVN;ERHVERVSHAVN;LYSTBAADEHAVN;PLAN;PLAN2;PLAN3;PLAN_OPDATERET;PLAN2_OPDATERET;PLAN3_OPDATERET;FOTO1;FOTOTEKST1;OPR1;FOTOGRAFNAVN1;FOTO2;FOTOTEKST2;OPR2;FOTOGRAFNAVN2;FOTO3;FOTOTEKST3;OPR3;FOTOGRAFNAVN3;FOTO4;FOTOTEKST4;OPR4;FOTOGRAFNAVN4;FOTO5;FOTOTEKST5;OPR5;FOTOGRAFNAVN5;FOTO6;FOTOTEKST6;OPR6;FOTOGRAFNAVN6;FOTO7;FOTOTEKST7;OPR7;FOTOGRAFNAVN7;FOTO8;FOTOTEKST8;OPR8;FOTOGRAFNAVN8;BREDDE;LAENGDE;X;Y
629;Kulhuse Havn;0;-1;SK_KULHS;;;jun 28, 2019 12:00:00 AM;;;SK_KULHS1;;juli 2011;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°56,2'N;011°54,4'E;681510;6202883
825;Randers Lystbådehavn;0;-1;NKTRANDS;;;maj 26, 2013 12:00:00 AM;;;NK_RANDS1;Set fra SE;august 2019;Luftfoto Danmark ApS;NK_RANDS2;Set fra SW;august 2019;Luftfoto Danmark ApS;NK_RANDS3;Set fra E;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;56°27,7'N;010°03,2'E;564973;6258035
820;Kongsdal Havn;-1;0;NKTKNGDA;;;maj 27, 2009 12:00:00 AM;;;NKTKNGDA1;;august 2019;Luftfoto Danmark ApS;NKTKNGDA2;;august 2019;Luftfoto Danmark ApS;NKTKNGDA3;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;56°41,2'N;010°03,9'E;565239;6283047
821;Kongsdal Lystbådehavn;0;-1;NK_KNGDL;;;jul 05, 2019 12:00:00 AM;;;NK_KNGDL1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°41,0'N;010°04,3'E;565690;6282743
737;Præstø Havn;0;-1;SU_PRSTO;;;maj 04, 2018 12:00:00 AM;;;SU_PRSTO1;;juli 2010;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°07,5'N;012°02,6'E;694020;6113014
721;Køge Marina;0;-1;SU_KOGEL;;;nov 09, 2018 12:00:00 AM;;;SU_KOGEL1;Set fra NE;august 2019;Luftfoto Danmark ApS;SU_KOGEL2;Set fra W;august 2019;Luftfoto Danmark ApS;SU_KOGEL3;Set fra S;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°28,2'N;012°11,8'E;702171;6151803
723;Langelinie Lystbådehavn;0;-1;SU_LNGLI;;;jan 31, 2020 12:00:00 AM;;;SU_LNGLI1;;august 2009;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°41,6'N;012°36,0'E;726204;6177911
630;Kulvig Jollehavn;0;-1;;;;;;;SK_KULVG1;;juli 2000;Svend Møller Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°37,5'N;009°50,9'E;553413;6164670
623;Kignæs Lystbådehavn;0;-1;;;;;;;SK_KIGNS1;;august 2019;Luftfoto Danmark ApS;SK_KIGNS2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°51,4'N;012°00,6'E;688340;6194311
624;Klintebjerg Havn;0;-1;SK_KLNBJ;;;dec 21, 2018 12:00:00 AM;;;SK_KLNBJ1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°28,7'N;010°27,1'E;591782;6148955
625;Kolby Kås Havn;-1;-1;SKTKLBYK;;;mar 02, 2018 12:00:00 AM;;;SKTKLBYK1;;august 2019;Luftfoto Danmark ApS;SKTKLBYK2;;august 2019;Luftfoto Danmark ApS;SKTKLBYK3;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°47,8'N;010°31,7'E;595816;6184478
822;Mariager Lystbådehavn;0;-1;NK_MARIA;;;aug 03, 2011 12:00:00 AM;;;NK_MARIA1;;juli 2011;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°39,2'N;009°59,0'E;560233;6279297
817;Hobro Havn;-1;-1;NKTHOBRO;;;jan 18, 2019 12:00:00 AM;;;NKTHOBRO1;;september 2017;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°38,3'N;009°48,2'E;549184;6277456
728;Lund Havn;0;-1;;;;;;;SU_LUNDX1;;maj 1997;Jørgen Schou Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°14,3'N;012°18,1'E;709930;6126206
730;Margretheholms Havn;0;-1;SU_MRGHL;;;jan 25, 2019 12:00:00 AM;;;SU_MRGHL1;;juli 2000;Svend Møller Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°41,3'N;012°37,1'E;727412;6177291
731;Middelgrunds Fort;0;0;;;;;;;SU_MIDFT1;;august 2004;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°43,2'N;012°40,0'E;730180;6180973
718;Københavns Havn (Kalveboderne);0;-1;;;;;;;SU_KALBO1;;juli 2000;Svend Møller Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°38,4'N;012°32,7'E;723045;6171459
719;Københavns Motorbådsklub;0;-1;SU_KBHMO;;;apr 16, 2003 12:00:00 AM;;;SU_KBHMO1;;juli 2000;Svend Møller Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°40,8'N;012°37,3'E;727642;6176408
673;Tunø Havn;0;-1;SK_TUNOE;;;okt 12, 2018 12:00:00 AM;;;SK_TUNOE1;;august 2019;Luftfoto Danmark ApS;SK_TUNOE2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°57,0'N;010°27,2'E;590800;6201340
661;Rørvig Havn;0;-1;SK_RORVI;;;jan 18, 2019 12:00:00 AM;;;SK_RORVI1;;juli 2013;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°56,6'N;011°46,1'E;672922;6203291
662;Røsnæs Havn;0;-1;SK_ROSNS;;;sep 21, 2018 12:00:00 AM;;;SK_ROSNS1;;juli 2011;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°45,1'N;010°56,7'E;622048;6180159
626;Kongebro Havn;0;-1;SK_KNGBR;;;feb 01, 2019 12:00:00 AM;;;SK_KNGBR1;;juli 2013;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°30,7'N;009°42,6'E;544816;6152064
620;Kaløvig Bådehavn;0;-1;SK_KALOV;;;feb 15, 2019 12:00:00 AM;;;SK_KALOV1;;juli 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°14,6'N;010°20,5'E;583234;6233919
818;Hobro Lystbådehavn;0;-1;NK_HOBRL;;;jan 31, 2020 12:00:00 AM;;;NK_HOBRL1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°38,6'N;009°48,8'E;549829;6277963
816;Hirsholm Havn;0;-1;NK_HISHL;;;okt 04, 2019 12:00:00 AM;;;NK_HISHL1;;maj 1997;Jørgen Schou Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57°29,0'N;010°37,3'E;597219;6372417
713;Kastrup Strandpark;0;-1;SU_KASRS;;;sep 30, 2015 12:00:00 AM;;;SU_KASRS1;;juli 2005;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°38,6'N;012°39,1'E;729797;6172360
717;Kalkbrænderihavnen;0;-1;SU_SVAKA;;;apr 28, 2017 12:00:00 AM;;;SU_KLBRN1;Havnen set fra SE;august 2018;Luftfoto Danmark ApS;SU_KLBRN2;Havnen set fra W;august 2018;Luftfoto Danmark ApS;SU_KLBRN3;Havnen set fra SE med indsejling via Kalbrænderiløbet;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°42,7'N;012°35,4'E;725462;6179907
707;Hvidovre Lystbådehavn;0;-1;SU_HVDOV;;;aug 28, 2013 12:00:00 AM;;;SU_HVDOV1;;august 2019;Luftfoto Danmark ApS;SU_HVDOV2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°37,5'N;012°30,0'E;720431;6169964
663;Sejerø Havn;-1;-1;SKTSEJRO;;;sep 13, 2019 12:00:00 AM;;;SKTSEJRO1;;august 2019;Luftfoto Danmark ApS;SKTSEJRO2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°52,8'N;011°08,2'E;633643;6194766
656;Orø Havn;0;-1;SK_OROEX;;;feb 04, 2004 12:00:00 AM;;;SK_OROEX1;;august 2004;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°45,3'N;011°48,0'E;675761;6182455
657;Otterup Lystbådehavn;0;-1;SK_OTERP;;;jun 02, 2010 12:00:00 AM;;;SK_OTERP1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°31,6'N;010°28,3'E;592959;6154407
658;Reersø Fiskerihavn;0;-1;SK_RERSO;;;jun 15, 2018 12:00:00 AM;;;SK_RERSO1;;september 2017;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°31,0'N;011°07,1'E;633885;6154428
619;Kalundborg Havn;-1;-1;SKTKALBG;;;maj 22, 2020 12:00:00 AM;;;SKTKALBG1;Set fra SW;august 2019;Luftfoto Danmark ApS;SKTKALBG2;Set fra E;august 2019;Luftfoto Danmark ApS;SKTKALBG3;Vesthavn;august 2019;Luftfoto Danmark ApS;SKTKALBG4;Østhavn, Sydhavn og Vesthavn;august 2019;Luftfoto Danmark ApS;SKTKALBG5;;august 2019;Luftfoto Danmark ApS;SKTKALBG6;Østhavn;august 2019;Luftfoto Danmark ApS;SKTKALBG7;Dokhavn;august 2019;Luftfoto Danmark ApS;;;;;55°40,6'N;011°05,1'E;631575;6171781
618;Jyllinge Lystbådehavn;0;-1;SK_JYLIL;;;dec 21, 2018 12:00:00 AM;;;SK_JYLIL1;;august 2019;Luftfoto Danmark ApS;SK_JYLIL2;;august 2019;Luftfoto Danmark ApS;SK_JYLIL3;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°44,7'N;012°05,8'E;694303;6182062
614;Hørby Lystbådehavn;0;-1;SK_HORBY;;;dec 21, 2018 12:00:00 AM;;;SK_HORBY1;;august 2004;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°44,1'N;011°42,4'E;669974;6179874
616;Juelsminde Havn og Marina;0;-1;SK_JULSA;;;mar 13, 2013 12:00:00 AM;;;SK_JULMI1;;juli 2011;Arne Magnussen, Helsingør;SK_JULMI2;;juli 2011;Arne Magnussen, Helsingør;SK_JULMI3;Marina;juli 2011;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;55°43,0'N;010°01,0'E;563824;6174936
815;Hadsund Lystbådehavn;0;-1;NK_HDSUL;;;nov 30, 2018 12:00:00 AM;;;NK_HDSUL1;;september 2017;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°42,6'N;010°06,3'E;567684;6285586
814;Hadsund Havn;-1;-1;NKTHDSUN;;;mar 29, 2019 12:00:00 AM;;;NKTHDSUN1;;august 2019;Luftfoto Danmark ApS;NKTHDSUN2;;august 2019;Luftfoto Danmark ApS;NKTHDSUN3;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;56°42,8'N;010°06,9'E;568165;6286031
812;Frederikshavn Marina;0;-1;NK_FRDSS;;;okt 26, 2018 12:00:00 AM;;;NK_FRDSS1;;september 2017;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57°25,5'N;010°31,8'E;592016;6365825
1045;Ballen Færgehavn;-1;0;;;;;;;SKTBALLN2;;august 2017;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°48,5'N;010°38,7'E;603223;6185971
710;Ishøj Lystbådehavn;0;-1;SU_ISVAL;;;aug 23, 2019 12:00:00 AM;;;SU_ISHOJ1;Havnen set fra E;august 2018;Luftfoto Danmark ApS;SU_ISHOJ2;Havnen set fra N;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°36,6'N;012°23,3'E;713358;6167880
711;Kastrup Broforenings Bådehavn;0;-1;SU_KASRP;;;sep 29, 2017 12:00:00 AM;;;SU_KASRB1;;juli 2005;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°38,1'N;012°39,4'E;730147;6171538
712;Kastrup Lystbådehavn;0;-1;SU_KASRP;;;sep 29, 2017 12:00:00 AM;;;SU_KASRP1;;juli 2005;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°38,0'N;012°39,4'E;730104;6171421
703;Hornbæk Havn;0;-1;SU_HRNBK;;;okt 27, 2017 12:00:00 AM;;;SU_HRNBK1;;juli 2006;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°05,7'N;012°27,5'E;715101;6222061
659;Rosenvold Havn;0;-1;SK_RSNVO;;;mar 30, 2005 12:00:00 AM;;;SK_RSNVO1;;maj 1997;Jørgen Schou Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°40,5'N;009°48,8'E;551122;6170205
660;Roskilde Havn;0;-1;SK_ROSKI;;;aug 16, 2019 12:00:00 AM;;;SK_ROSKI1;Set fra W;august 2019;Luftfoto Danmark ApS;SK_ROSKI2;Lystbådehavn;august 2019;Luftfoto Danmark ApS;SK_ROSKI3;Lystbådehavn;august 2019;Luftfoto Danmark ApS;SK_ROSKI4;Lystbådehavn (tv) og Museumshavn (th);august 2019;Luftfoto Danmark ApS;SK_ROSKI5;Museumshavn;august 2019;Luftfoto Danmark ApS;SK_ROSKI6;Set fra S;august 2019;Luftfoto Danmark ApS;SK_ROSKI7;Set fra S;august 2019;Luftfoto Danmark ApS;;;;;55°39,1'N;012°04,5'E;693602;6171643
655;Orø Færgebro;0;0;;;;;;;SK_OROEF1;;august 2019;Luftfoto Danmark ApS;SK_OROEF2;;august 2019;Luftfoto Danmark ApS;SK_OROEF3;Orø Færgebro (tv) og Hammer Bakke Færgebro (th), set fra W.;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°45,4'N;011°50,2'E;677977;6182674
813;Hadsund Fiskerihavn;0;-1;NK_HDSUF;;;jul 13, 2016 12:00:00 AM;;;NK_HDSUF1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°43,0'N;010°07,6'E;568927;6286398
704;Humlebæk Havn;0;-1;SU_HMLBK;;;okt 04, 2019 12:00:00 AM;;;SU_HMLBK1;;august 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°58,3'N;012°32,8'E;721289;6208532
705;Greve Marina;0;-1;SU_GREVE;;;maj 24, 2019 12:00:00 AM;;;SU_GREVE1;;juli 2010;Arne Magnussen, Helsingør;SU_GREVE2;Hejren;juli 2010;Arne Magnussen, Helsingør;SU_GREVE3;Mågen;juli 2010;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;55°35,6'N;012°21,2'E;711241;6165751
654;Odense Havn;-1;-1;SKTLINDO;SKTLINIP;SKTODENS;maj 15, 2020 12:00:00 AM;maj 15, 2020 12:00:00 AM;mar 20, 2020 12:00:00 AM;SKTODSHT6;N-lige del af havnen ved Lindø;august 2019;Luftfoto Danmark ApS;SKTODSHT7;N-lige del af havnen ved Lindø;august 2019;Luftfoto Danmark ApS;SKTODSHT1;Havnen ved Lindø set fra SW;august 2019;Luftfoto Danmark ApS;SKTODSHT2;S-lige del af havnen ved Lindø;august 2019;Luftfoto Danmark ApS;SKTODENS1;Inderhavnen set fra W;august 2019;Luftfoto Danmark ApS;SKTODENS2;Inderhavnen set fra S;august 2019;Luftfoto Danmark ApS;SKTODENM1;Odense Kanal set fra S;august 2019;Luftfoto Danmark ApS;SKTODENN1;Fynsværket;august 2019;Luftfoto Danmark ApS;55°28,3'N;010°32,2'E;597506;6149070
652;Odden Færgehavn;0;0;SK_ODDFH;;;maj 26, 2016 12:00:00 AM;;;SK_ODDFH1;;august 2019;Luftfoto Danmark ApS;SK_ODDFH2;;august 2019;Luftfoto Danmark ApS;SK_ODDFH3;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°58,4'N;011°18,0'E;643513;6205476
617;Jyllinge Fiskerihavn;0;-1;;;;;;;SK_JYLIF1;;august 2019;Luftfoto Danmark ApS;SK_JYLIF2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°45,1'N;012°06,0'E;694581;6182841
612;Hov Havn (Hou Havn);-1;-1;SKTHOVXX;;;nov 28, 2012 12:00:00 AM;;;SKTHOVXX1;;juli 2012;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°54,6'N;010°15,3'E;578658;6196820
811;Frederikshavn Havn;-1;0;NKTFRDSH;ERTFRDSH;;mar 27, 2020 12:00:00 AM;mar 08, 2019 12:00:00 AM;;NKTFRDSH1;Indsejlingen set fra SE;september 2017;JW Luftfoto;NKTFRDSH2;N-lige del af havnen;september 2017;JW Luftfoto;NKTFRDSH3;Skibsværft;september 2017;JW Luftfoto;NKTFRDSH4;Fragt og Nordhavn;september 2017;JW Luftfoto;;;;;;;;;;;;;;;;;57°26,1'N;010°32,9'E;593437;6366488
809;Akzo Nobel Salt A/S Anlægskaj;-1;0;NKTAKZOA;;;maj 27, 2009 12:00:00 AM;;;NKTAKZOA1;;august 2019;Luftfoto Danmark ApS;NKTAKZOA2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°43,0'N;010°00,8'E;563598;6282568
810;Dronningborg Lystbådehavn;0;-1;NK_DRNBG;;;feb 21, 2020 12:00:00 AM;;;NK_DRNBG1;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°28,0'N;010°04,9'E;566647;6258556
48;Bågø Havn og Lystbådehavn;0;-1;LF_BAGOE;;;nov 18, 2009 12:00:00 AM;;;LF_BAGOE1;;juli 2010;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°17,8'N;009°48,2'E;551077;6128115
824;Randers Havn;-1;-1;NKTRANDS;;;jun 26, 2013 12:00:00 AM;;;NKTRANDS1;Set fra E;august 2019;Luftfoto Danmark ApS;NKTRANDS2;Set fra NW;august 2019;Luftfoto Danmark ApS;NKTRANDS3;Set fra S;august 2019;Luftfoto Danmark ApS;NKTRANDS4;Set fra S;august 2019;Luftfoto Danmark ApS;NKTRANDS5;Set fra W;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;56°27,7'N;010°03,7'E;565408;6258012
653;Odden Havn;-1;-1;SKTODDEN;;;mar 15, 2019 12:00:00 AM;;;SKTODDEN1;;august 2019;Luftfoto Danmark ApS;SKTODDEN2;;august 2019;Luftfoto Danmark ApS;SKTODDEN3;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°58,3'N;011°22,2'E;647892;6205531
649;Nekselø Havn;0;-1;SK_NKSLO;;;jul 13, 2018 12:00:00 AM;;;SK_NKSLO1;;juli 2014;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°46,9'N;011°17,8'E;644101;6184161
650;Norsminde Lystbådehavn;0;-1;SK_NORMI;;;apr 13, 2005 12:00:00 AM;;;SK_NORMI1;Set fra E;august 2019;Luftfoto Danmark ApS;SK_NORMI2;Set fra W;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;56°01,4'N;010°15,8'E;578708;6209400
646;Mullerup Havn;0;-1;SK_MULRP;;;mar 06, 2020 12:00:00 AM;;;SK_MULRP1;;august 2009;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°29,6'N;011°10,4'E;637321;6151884
613;Hundested Havn;-1;-1;SKTHUNST;;;okt 06, 2017 12:00:00 AM;;;SKTHUNST1;Havnen set fra SW;august 2016;JW Luftfoto;SKTHUNST2;Gamle havn og lystbådehavn set fra N;august 2009;Arne Magnussen, Helsingør;SKTHUNST3;Havnen set fra W;august 2009;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;55°57,9'N;011°50,7'E;677286;6205454
702;Helsingør Havn;-1;0;SUTHLSNS;;;apr 17, 2020 12:00:00 AM;;;SUTHLSNS1;;august 2018;Luftfoto Danmark ApS;SUTHLSNS2;;august 2018;Luftfoto Danmark ApS;SUTHLSNS3;;august 2018;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;56°02,1'N;012°37,1'E;725385;6215940
701;Helsingør Nordhavn;0;-1;SU_HLSNN;;;sep 28, 2016 12:00:00 AM;;;SU_HLSNN1;;august 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°02,6'N;012°36,9'E;725265;6216831
698;Gilleleje Havn;-1;-1;SUTGILLJ;;;feb 21, 2020 12:00:00 AM;;;SUTGILLJ1;;august 2004;Arne Magnussen, Helsingør;SU_GILLJ2;Lystbådehavnen;august 2004;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;56°07,7'N;012°18,7'E;705757;6225324
647;Mårup Havn;0;-1;SK_MAARP;;;jul 05, 2006 12:00:00 AM;;;SK_MAARP1;;juli 2005;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°56,2'N;010°33,1'E;596967;6200179
644;Middelfart Havne (ADP A/S, Havn);-1;0;SKTMIDFA;;;jun 22, 2018 12:00:00 AM;;;SKTMIDFA4;;august 2004;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°30,4'N;009°44,6'E;546829;6151512
645;Midskov Bådehavn;0;0;;;;;;;SK_MIDSK1;;juli 2012;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°31,0'N;010°34,2'E;599137;6153349
648;Nappedam Lystbådehavn;0;-1;SK_NAPDM;;;jul 16, 2014 12:00:00 AM;;;SK_NAPDM1;;juli 2016;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°16,6'N;010°29,7'E;592575;6237863
610;Horsens Havn;-1;-1;SKTHORSN;;;okt 19, 2018 12:00:00 AM;;;SKTHORSN1;;august 2015;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°51,4'N;009°52,6'E;554225;6190480
611;Horsens Lystbådehavn;0;-1;SKTHORSN;;;okt 19, 2018 12:00:00 AM;;;SK_HORSL1;;august 2015;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°51,4'N;009°52,6'E;554876;6190507
807;Bønnerup Havn;-1;-1;NKTBONRP;;;okt 26, 2018 12:00:00 AM;;;NKTBONRP1;;august 2019;Luftfoto Danmark ApS;NKTBONRP2;Fiskerihavnen;august 2019;Luftfoto Danmark ApS;NK_BONRP3;Lystbådehavnen;august 2019;Luftfoto Danmark ApS;NK_BONRP4;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;56°32,1'N;010°42,8'E;605354;6267069
808;Dania Havn;-1;0;NKTDANIA;;;maj 25, 2018 12:00:00 AM;;;NKTDANIA1;;august 2019;Luftfoto Danmark ApS;NKTDANIA2;;august 2019;Luftfoto Danmark ApS;NKTDANIA3;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;56°41,4'N;010°03,0'E;564400;6283477
802;Als Odde Bro;0;-1;;;;;;;NK_ALSOD1;;august 2019;Luftfoto Danmark ApS;NK_ALSOD2;;august 2019;Luftfoto Danmark ApS;NK_ALSOD3;Set fra E;august 2019;Luftfoto Danmark ApS;NK_ALSOD4;Set fra W;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;56°42,3'N;010°19,7'E;581389;6285352
426;Hvide Sande Havn;-1;0;JVTHVSND;;;dec 06, 2019 12:00:00 AM;;;JVTHVSND1;Havnen set fra W;juli 2013;Arne Magnussen, Helsingør;JVTHVSND2;Havnen set fra SE;august 2017;JW Luftfoto;JVTHVSND3;Havnen set fra S;august 2017;JW Luftfoto;;;;;;;;;;;;;;;;;;;;;56°00,1'N;008°07,5'E;445367;6206671
458;Sundsøre Lystbådehavn;0;-1;JV_SUNSO;;;jan 12, 2011 12:00:00 AM;;;JV_SUNSO1;;juli 2011;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56°42,6'N;009°10,5'E;510695;6285063
313;Stigsnæsværkets Havn;-1;0;SMTSTGNV;;;jan 10, 2020 12:00:00 AM;;;SMTSTGNV1;;august 1999;Jørgen Schou Reklamefotografi, Odense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°12,4'N;011°14,7'E;642895;6120108
309;Stavreby Bådehavn;0;-1;SM_STVBY;;;apr 16, 2003 12:00:00 AM;;;SM_STVBY1;;august 2019;Luftfoto Danmark ApS;SM_STVBY2;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;;;;;55°04,8'N;012°08,7'E;700772;6108136
243;Næstved Havn;-1;-1;SMTNASTV;;;aug 22, 2012 12:00:00 AM;;;SMTNASTV1;;juli 2001;Arne Magnussen, Helsingør;SMTNASTV2;;juli 2001;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;55°13,6'N;011°45,4'E;675224;6123292
241;Nysted Havn;0;-1;SM_NYSTD;;;jun 12, 2020 12:00:00 AM;;;SM_NYSTD1;;juli 2001;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54°39,8'N;011°43,7'E;676010;6060803
242;Nysted Kalkværks Ladebro;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54°39,4'N;011°43,9'E;676175;6060011
237;Nykøbing Falster Havn;-1;-1;SMTNYKBF;;;jul 02, 2014 12:00:00 AM;;;SMTNYKBF1;;juli 2011;Arne Magnussen, Helsingør;SM_NYKBF2;Lystbåde- og fiskerihavnen N for kajen ud til sundet;juli 2006;Arne Magnussen, Helsingør;SM_NYKBF3;Lergravsbroen;juli 2006;Arne Magnussen, Helsingør;SM_NYKBF4;Lystbådehavn i Sundby;juli 2006;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;54°45,6'N;011°51,7'E;684102;6072684
240;Nyord Havn;0;-1;SM_NYORD;;;jun 09, 2017 12:00:00 AM;;;SM_NYORD1;;august 2019;Luftfoto Danmark ApS;SM_NYORD2;;august 2019;Luftfoto Danmark ApS;SM_NYORD3;;august 2019;Luftfoto Danmark ApS;;;;;;;;;;;;;;;;;;;;;55°02,4'N;012°11,6'E;704054;6103823
233;Nyborg Havn (Lindholm Terminalen);-1;0;LFTLINAV;;;jul 21, 2017 12:00:00 AM;;;LFTLINHL1;;juli 2010;Arne Magnussen, Helsingør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55°17,9'N;010°48,8'E;614916;6129431
